,text,reason,label,clean_text
1092,worst app. can not take email,want to use email,1.0,worst app can not take email
1093,very baad quality of voice,good quality of voice,1.0,very baad quality of voice
1094,i tried more than 10 times to download but it is not getting downloaded and it is showing that can not download zoom .,want to download zoom app,1.0,i try more than 10 time to download but it be not get download and it be show that can not download zoom
1095,it can not connect even with high speed net,want to connect to high speed net,1.0,it can not connect even with high speed net
1096,"the worst video calling app, lags badly everytime share screening, even with a powerful machine, any other application opened in the background that app starrs lagging badly.",video calling app is bad,1.0,the worst video call app lag badly everytime share screen even with a powerful machine any other application open in the background that app starrs lag badly
1097,i can not change the background in my model class,want to change background in model class,1.0,i can not change the background in my model class
1098,it is good but only for pcs and laptops,good for pcs and laptop,1.0,it be good but only for pcs and laptops
1099,"worst app ever used for meeting and online classes, whenever i join class or go on other app while zoom class zoom class gets disconnected and shows error",zoom class is disconnected and shows error,1.0,worst app ever use for meet and online class whenever i join class or go on other app while zoom class zoom class get disconnect and show error
1100,consistently & pleasantly surprised by the consistent improvement of zoom for users.,improve zoom for users,1.0,consistently pleasantly surprise by the consistent improvement of zoom for users
1101,unfortunately you can not download files shared in chat room.,want to download files,1.0,unfortunately you can not download file share in chat room
1102,"please my play store is not updating app any longer, please help",unable to update playstore,1.0,please my play store be not update app any longer please help
1103,my app server goes down when i try to join my class.,app server goes down when trying to join class,1.0,my app server go down when i try to join my class
1104,video quality has improved significantly.,video quality has improved significantly,1.0,video quality have improve significantly
1105,can not pin any vdo on my top screen .,want to pin vdo on top screen,1.0,can not pin any vdo on my top screen
1106,it is very much helpful but i cannot record the meeting from smart phone .,want to record meeting from smart phone,1.0,it be very much helpful but i can not record the meet from smart phone
1107,the app gets crashed again and again whenever i am taking an online class..,app crashes while taking online class,1.0,the app get crash again and again whenever i be take an online class
1108,crashes 50 times in a minute,crashes 50 times in a minute,1.0,crash 50 time in a minute
1109,"glitches, polls freeze or do not work.",polls freeze or do not work,1.0,glitches poll freeze or do not work
1110,can not sign in to company domain anymore after update,want to login to company domain,1.0,can not sign in to company domain anymore after update
1111,i think this app must be modified the camera quality because it is camera quality is literally worse in my opinion,want to modify camera quality,1.0,i think this app must be modify the camera quality because it be camera quality be literally worse in my opinion
1112,good for business promotional,good for business promotions,1.0,good for business promotional
1113,this is not a best because i can not sign up in the zoom app isliye main ise 2,want to sign up for zoom,1.0,this be not a best because i can not sign up in the zoom app isliye main ise 2
1114,could be a little clearer voice control,want better voice control,1.0,could be a little clearer voice control
1115,very hard to get in touch with customer support.,want to communicate with customer support,1.0,very hard to get in touch with customer support
1116,layout for android tablet is very bad.,layout for android tablet is bad,1.0,layout for android tablet be very bad
1117,this is amazing but try to keep the mic off when we log on to the meeting,keep the mic off when logging in,1.0,this be amaze but try to keep the mic off when we log on to the meet
1118,good platform to connects the world.,good for global communication,1.0,good platform to connect the world
1119,good one for online business.,good for online business,1.0,good one for online business
1120,"please add filters, background and effects as google meet did in android","want to add filters, background and effects",1.0,please add filter background and effect as google meet do in android
1121,i even could not add my phone number.,want to add phone number,1.0,i even could not add my phone number
1122,why nowadays there is background voice issue ?,background voice issue,1.0,why nowadays there be background voice issue
1123,please zoom developers give the option of filters to all android and ios mobiles .,want to add filters to all android and ios mobiles,1.0,please zoom developers give the option of filter to all android and ios mobiles
1124,today's my meeting but unfortunately my audio missing,audio missing from meeting,1.0,today s my meet but unfortunately my audio miss
1125,i do not know why video sy going but voice is totally mute why thi happened with me,voice is mute,1.0,i do not know why video sy go but voice be totally mute why thi happen with me
1126,unable to enjoy a conversation without a second line to hear other people.,want to have a conversation without a second line,1.0,unable to enjoy a conversation without a second line to hear other people
1127,"tablet support: i use a lenovo xiaoxin pad pro with sd730g proc, the virtual background option is unavailable, and the app just treats the 11"" screen as an oversized phone screen which does not make efficient use of the screen real estate to allow chat to be displayed alongside the video feeds.",want to get virtual background option and unable to view chat with video feeds,1.0,tablet support i use a lenovo xiaoxin pad pro with sd730g proc the virtual background option be unavailable and the app just treat the 11 screen as an oversized phone screen which do not make efficient use of the screen real estate to allow chat to be display alongside the video feed
1128,file/attachment sharing in chat unavailable under android,want to share files in chat,1.0,file attachment share in chat unavailable under android
1129,"mediocre app, dumbed down video meetings for the masses with clumsy interface, significant lack of features and expensive for anything above the really crude basic entry level.",app has bad interface,1.0,mediocre app dumbed down video meet for the mass with clumsy interface significant lack of feature and expensive for anything above the really crude basic entry level
1130,because of this you can not hear the voice.,want to hear voice,1.0,because of this you can not hear the voice
1131,yes pls put backgrounds in android devices like mobiles and phones it would be a great help beacuse most of the people do not have laptops and,want to put backgrounds in android devices,1.0,yes pls put background in android devices like mobiles and phone it would be a great help beacuse most of the people do not have laptops and
1132,this app does not have service support,app does not have service,1.0,this app do not have service support
1133,switch from laptop to phone without logging out,switch from laptop to phone without logging out,1.0,switch from laptop to phone without log out
1134,but need a little bit improv like adding moveable background and other.,want to add moveable background,1.0,but need a little bite improv like add moveable background and other
1135,very bad highly data usage,data usage is bad,1.0,very bad highly data usage
1136,my hair was very thick with the skin peeling my skin and the hair and the skin,hair is very thick,1.0,my hair be very thick with the skin peel my skin and the hair and the skin
1137,disappointing even makes me unable to go to college!,want to go to college,1.0,disappoint even make me unable to go to college
1138,"please add options in recorded videos like playback speed, forward and backward, preview etc.",want to add options in recorded videos,1.0,please add options in record videos like playback speed forward and backward preview etc
1139,screen sharing quality is the best in the industry,screen sharing quality is good,1.0,screen share quality be the best in the industry
1140,"nice app,but voice satting problem in this aap .",voice is not working,1.0,nice app but voice satting problem in this aap
1141,zoom emoji package starts downloading during meeting suddenly and voice quality suffers,zoom emoji package starts downloading during meeting,1.0,zoom emoji package start download during meet suddenly and voice quality suffer
1142,we can not share/play the video in the app otherwise it would be the best,want to play video in app,1.0,we can not share play the video in the app otherwise it would be the best
1143,"can not use zoom app in android tv, please devlope it for android tv",want to use zoom app on android tv,1.0,can not use zoom app in android tv please devlope it for android tv
1144,can not control the iris with a samsung tablet,want to control iris with samsung tablet,1.0,can not control the iris with a samsung tablet
1145,can not use the artificial background feature!,want to use artificial background feature,1.0,can not use the artificial background feature
1146,"please fix the audio ,not working during classes unable to unmute",want to unmute audio,1.0,please fix the audio not work during class unable to unmute
1147,this app is not working properly in vertual background in some android phone.,app is not working properly in virtual background,1.0,this app be not work properly in vertual background in some android phone
1148,very bad quality of system and i gave only one star because to improve the quality of this aap..,poor quality of system,1.0,very bad quality of system and i give only one star because to improve the quality of this aap
1149,i did not find face filters,want to find face filters,1.0,i do not find face filter
1150,"that one prevents me from using headphones in meetings, or render she app unusable at all, forcing me to use my laptop instead.",want to use headphones in meetings,1.0,that one prevent me from use headphones in meet or render she app unusable at all force me to use my laptop instead
1151,brilliant group meating app.,good for group meeting,1.0,brilliant group meating app
1152,i can not launch zoom directly by taping to a link on my device.,want to launch zoom without taping to a link,1.0,i can not launch zoom directly by tap to a link on my device
1153,net work quality is very bad,net work quality is bad,1.0,net work quality be very bad
1154,it is good but you need to improve it and add some more options like photo sharing,want to improve photo sharing,1.0,it be good but you need to improve it and add some more options like photo share
1155,can not we delete our charts in meeting,want to delete charts,1.0,can not we delete our chart in meet
1156,why am i not able to receive videos shared to me?,want to receive video,1.0,why be i not able to receive videos share to me
1157,my phone kept crashing!!,phone keeps crashing,1.0,my phone keep crash
1158,in all mobile not support vertual effects,want to use vertual effects,1.0,in all mobile not support vertual effect
1159,but i can not join my imported class,want to join imported class,1.0,but i can not join my import class
1160,unable to use the chat background in both my tab and mobile and its really bugging me as i have changed the device 2 times.. need an immediate solution,want to use chat background,1.0,unable to use the chat background in both my tab and mobile and its really bug me as i have change the device 2 time need an immediate solution
1161,how do i setup a new group for a meeting?,want to setup a new group,1.0,how do i setup a new group for a meet
1162,the best app in live streaming!,good for live streaming,1.0,the best app in live stream
1163,when connecting through bluetooth it takes time for the conversation to travel,connecting through bluetooth is time consuming,1.0,when connect through bluetooth it take time for the conversation to travel
1164,sign in and sign process is very delay,sign in and signout process is time consuming,1.0,sign in and sign process be very delay
1165,please add new feauters in this app.,want to add feauters,1.0,please add new feauters in this app
1166,my zoom dp can not change so anything folt in this aap,zoom dp is not changing,1.0,my zoom dp can not change so anything folt in this aap
1167,but we cannot add a people on chat list using phone number,want to add people on chat list using phone number,1.0,but we can not add a people on chat list use phone number
1168,needs more personalization options.,want personalization options,1.0,need more personalization options
1169,"a good application for a private study group, important meeting with people at a far distance",good for private study,1.0,a good application for a private study group important meet with people at a far distance
1170,this app is very easy to log in for kids my daughter like this app,easy to login for kids,1.0,this app be very easy to log in for kid my daughter like this app
1171,online classes are very bad.,online classes are bad,1.0,online class be very bad
1172,updating app gone wrong.,updating app gone wrong,1.0,update app go wrong
1173,can not join anyone elses chats,want to chat,1.0,can not join anyone elses chat
1174,immense for the interactions,good for interactions,1.0,immense for the interactions
1175,this app is not able to get me a new card,want to get card,1.0,this app be not able to get me a new card
1176,but today zoom cloud is nothing support properly so i am rating 2 ..,zoom cloud is not supported properly,1.0,but today zoom cloud be nothing support properly so i be rat 2
1177,my about 180mb and virtual background is not available in octacore processor.,virtual background is not available in octacore processor,1.0,my about 180mb and virtual background be not available in octacore processor
1178,good but has complex interface.,user interface is complex,1.0,good but have complex interface
1179,this app is only worst my time class automatic disconnect,app is bad for time management,1.0,this app be only worst my time class automatic disconnect
1180,toh bad app is disconnecting mic calls and chat my network and all thing is correct but disconnecting why please improve it,disconnecting mic calls is not working,1.0,toh bad app be disconnect mic call and chat my network and all thing be correct but disconnect why please improve it
1181,easy to open and start my class quickly.,easy to open and start,1.0,easy to open and start my class quickly
1182,a have to delete all my apps to install this,want to delete apps,1.0,a have to delete all my apps to install this
1183,can not restore the information,want to recover data,1.0,can not restore the information
1184,and i can not make individual participant boxes large.,want to make individual participant boxes large,1.0,and i can not make individual participant box large
1185,[?]this problem is okay now but can not record audio while screen recording,want to record audio while screen recording,1.0,this problem be okay now but can not record audio while screen record
1186,perfect for educational purposes only. .,educational uses only,1.0,perfect for educational purpose only
1187,apple phones have some options (like the background option) that android does not have.,apple phone has background option,1.0,apple phone have some options like the background option that android do not have
1188,will not connect to my outlook contact addresses which is a pain.,want to connect to outlook email,1.0,will not connect to my outlook contact address which be a pain
1189,browser access does not work with chrome on android,browser access does not work with chrome on android,1.0,browser access do not work with chrome on android
1190,"i do not know why, but the sound is disabled by default, you have to go to the settings to activate it for the first time",sound is disabled by default,1.0,i do not know why but the sound be disable by default you have to go to the settings to activate it for the first time
1191,the app starts downloading again plus it is too heavy,app starts downloading again,1.0,the app start download again plus it be too heavy
1192,does not work with android auto.,android auto does not work,1.0,do not work with android auto
1193,"very good app, but after the last update it shows a white line on the left of the screen",app shows a white line on the left of the screen,1.0,very good app but after the last update it show a white line on the leave of the screen
1194,can not join a meeting from a tablet even after today's update,want to join a meeting from tablet,1.0,can not join a meet from a tablet even after today s update
1195,it progress at the service of our professional and personal projects,good for personal and professional projects,1.0,it progress at the service of our professional and personal project
1196,very practical for seeing your loved ones,good for visiting loved ones,1.0,very practical for see your love ones
1197,unfortunately there is no possibility to share a video with sound!,want to share video with sound,1.0,unfortunately there be no possibility to share a video with sound
1198,a real mess impossible to delete this account,want to delete account,1.0,a real mess impossible to delete this account
1199,no button to possibly adjust it.,want to adjust button,1.0,no button to possibly adjust it
1200,i hear that my zoom has closed unexpectedly.,zoom is closed unexpectedly,1.0,i hear that my zoom have close unexpectedly
1201,"thanks for this good application, however i suggest integrating voice calls and chat",want to integrate voice calls and chat,1.0,thank for this good application however i suggest integrate voice call and chat
1202,very good application and very practical for monitoring remote meetings,good for monitoring remote meetings,1.0,very good application and very practical for monitor remote meet
1203,unable to unlock the little camera icon at the bottom of the screen.,want to unlock camera icon,1.0,unable to unlock the little camera icon at the bottom of the screen
1204,it is been 2 weeks since i can not reinstall my zoom.,want to reinstall zoom,1.0,it be be 2 weeks since i can not reinstall my zoom
1205,registration was very complicated for me,registration process is complicated,1.0,registration be very complicate for me
1206,you can not set the volume to 0.,want to set volume to 0,1.0,you can not set the volume to 0
1207,"when i want to change the volume, the system bar changes without affecting zoom.",system bar changes without affecting zoom,1.0,when i want to change the volume the system bar change without affect zoom
1208,file transfer in chat is unfortunately not possible.,file transfer in chat is not possible,1.0,file transfer in chat be unfortunately not possible
1209,"mega nice app, unfortunately there is a malfunction from time to time because the network is completely overloaded.",network is overloaded,1.0,mega nice app unfortunately there be a malfunction from time to time because the network be completely overload
1210,the constant download of emoji packages interrupts the connection.,downloading emoji packages interrupts the connection,1.0,the constant download of emoji package interrupt the connection
1211,i have not found a setting where these can be turned off and therefore uninstalled the app,uninstalled the app,1.0,i have not find a set where these can be turn off and therefore uninstalled the app
1212,the handling for the various screen presets is not optimal,screen presets are not optimal,1.0,the handle for the various screen presets be not optimal
1213,good reception and good image quality,good reception and good image quality,1.0,good reception and good image quality
1214,"very good connection, very good linguistic quality.",good language quality,1.0,very good connection very good linguistic quality
1215,"in addition, the chat behaves differently than in the desktop app. :-/",chat behaves differently than desktop app,1.0,in addition the chat behave differently than in the desktop app
1216,no sound is possible without switching on the microphone.,want to hear audio without switching on microphone,1.0,no sound be possible without switch on the microphone
1217,the most unliked app for teachers,app is bad for teachers,1.0,the most unliked app for teachers
1218,"1.why is it not possible to record a zoom without seeing the participants, but in live you can see them (it also interferes with the presentation)",want to record zoom without seeing the participants,1.0,1 why be it not possible to record a zoom without see the participants but in live you can see them it also interfere with the presentation
1219,quite help me in tasks and other,good for task management,1.0,quite help me in task and other
1220,please the storage capacity is not too large,storage capacity is not too large,1.0,please the storage capacity be not too large
1221,"it quickly falls into idle, the greek language is absent.",greek language is absent,1.0,it quickly fall into idle the greek language be absent
1222,it helps only improve the quality lgii.,improve quality of lgii,1.0,it help only improve the quality lgii
1223,cloud zoom apps are very helpful when it comes to youdating to follow remote programs.,cloud zoom apps are good when it comes to following remote programs,1.0,cloud zoom apps be very helpful when it come to youdating to follow remote program
1224,files are too big,files are too big,1.0,file be too big
1225,i got an unavailable version of its background replacement feature,want to use background replacement feature,1.0,i get an unavailable version of its background replacement feature
1226,can not change change the image,want to change image,1.0,can not change change the image
1227,though the storage space is not full?,storage space is not full,1.0,though the storage space be not full
1228,create a dodol zoom,create dodol zoom,1.0,create a dodol zoom
1229,very good for remote virtual activities,good for remote virtual activities,1.0,very good for remote virtual activities
1230,"can not install, whereas sy again need bgt for school instead can not install",want to install bgt,1.0,can not install whereas sy again need bgt for school instead can not install
1231,difficult can not get old download,difficult to download,1.0,difficult can not get old download
1232,"for the following updates please add feature to create breakroom, and baground video dg using photo and video on all hp android, without using high specifications.",want to create breakroom video using photo and video,1.0,for the follow update please add feature to create breakroom and baground video dg use photo and video on all hp android without use high specifications
1233,very helpful in conveying material,good for conveying material,1.0,very helpful in convey material
1234,this app is great for playing with friends *#),app is good for playing with friends,1.0,this app be great for play with friends
1235,why now activate the original sound without being filtered can not be loud yes party zoom?,want to hear audio without filtering,1.0,why now activate the original sound without be filter can not be loud yes party zoom
1236,"exits the update, and it does not install.",want to install update,1.0,exit the update and it do not install
1237,the many tasks allow you to manage the rooms in an orderly manner.,good for organising rooms,1.0,the many task allow you to manage the room in an orderly manner
1238,on lenovo p11 pro android tablet it is impossible to start the web cam.,want to start web cam,1.0,on lenovo p11 pro android tablet it be impossible to start the web cam
1239,"game impossible to complete, lagga everything and after finishing all the missions (impossible)",want to complete all the missions,1.0,game impossible to complete lagga everything and after finish all the missions impossible
1240,"bad sound despite ""fiber"" connection",sound quality is poor despite fiber connection,1.0,bad sound despite fiber connection
1241,since then i can not get the computer to work anymore.,want to use computer,1.0,since then i can not get the computer to work anymore
1242,great visual and audio connection,good audio and video connection,1.0,great visual and audio connection
1243,"since the quality cannot be selected according to the line, it is not possible to fully participate in the meeting when the radio wave is bad.",want to participate in meeting when radio wave is bad,1.0,since the quality can not be select accord to the line it be not possible to fully participate in the meet when the radio wave be bad
1244,i do not know why i can not choose image quality or something.,want to choose image quality,1.0,i do not know why i can not choose image quality or something
1245,i could not uninstall the headphones and i had to see it so bad on wozap,want to uninstall headphones,1.0,i could not uninstall the headphones and i have to see it so bad on wozap
1246,"also, the sound of recording in progress is loud, and it suddenly makes a sound when recording starts, so it is very noisy and frustrating.",sound of recording is loud,1.0,also the sound of record in progress be loud and it suddenly make a sound when record start so it be very noisy and frustrate
1247,the mobile version does not allow me to receive document format files.,mobile version does not allow document format files,1.0,the mobile version do not allow me to receive document format file
1248,i am having trouble viewing multiple screens after the upgrade.,want to view multiple screens after upgrade,1.0,i be have trouble view multiple screen after the upgrade
1249,"i can not delete a virtual background photo, how do i do it?",want to delete virtual background,1.0,i can not delete a virtual background photo how do i do it
1250,"when the host is watching a screen-shared video, when entering the gallery view from the mobile version, it is inconvenient to hear the sound of the shared video.",want to hear audio of shared video,1.0,when the host be watch a screen share video when enter the gallery view from the mobile version it be inconvenient to hear the sound of the share video
1251,passwords are hard for kids to hit,passwords are hard for kids to hit,1.0,passwords be hard for kid to hit
1252,"I am using it for a fee, but it is not worth the money, but the sound is too loud",sound is too loud,1.0,i be use it for a fee but it be not worth the money but the sound be too loud
1253,"other video conferencing breaks too well ~, but the zoom has good image quality and does not break",video conferencing breaks too well,1.0,other video conferencing break too well but the zoom have good image quality and do not break
1254,"it is good, but I am taking lessons well, but i can not log in and sign up for membership.",want to log in and sign up for membership,1.0,it be good but i be take lessons well but i can not log in and sign up for membership
1255,it is easy to use without having to memorize how to use kuji.,easy to use without having to memorize kuji,1.0,it be easy to use without have to memorize how to use kuji
1256,"the app version is the latest version, but the virtual background tab is missing.",virtual background tab is missing,1.0,the app version be the latest version but the virtual background tab be miss
1257,"sharing videos sometimes hangs up, but it is easier and easier to use than you think",sharing videos is easy to use,1.0,share videos sometimes hang up but it be easier and easier to use than you think
1258,it is a conference room without a password.,conference room without password,1.0,it be a conference room without a password
1259,I am sorry i can not make zumbang.,want to make zumbang,1.0,i be sorry i can not make zumbang
1260,i can not make a room even though I have done my birth month and year.,want to create a room,1.0,i can not make a room even though i have do my birth month and year
1261,and i do not know how to navigate the app.,want to navigate the app,1.0,and i do not know how to navigate the app
1262,tragic impossible to enter the meeting all the time crashes and the miccophone is not functioning despite buying a new,miccophone is not functioning despite buying a new one,1.0,tragic impossible to enter the meet all the time crash and the miccophone be not function despite buy a new
1263,very useful when dealing with people.,good for managing people,1.0,very useful when deal with people
1264,why can not you hear me without headphones during a conference,want to hear audio without headphones,1.0,why can not you hear me without headphones during a conference
1265,"forever crashes, the phone runs out of battery quickly, there are always some problems with the sound and picture quality, it also does not always send messages in the chat",phone runs out of battery,1.0,forever crash the phone run out of battery quickly there be always some problems with the sound and picture quality it also do not always send message in the chat
1266,great for meetings and online yoga classes.,good for yoga,1.0,great for meet and online yoga class
1267,i think i need to specialize in computer science and parallel to english.,want to specialize in computer science,1.0,i think i need to specialize in computer science and parallel to english
1268,"absolutely slurred application, in the interface of which the devil will break a leg",app has slurred interface,1.0,absolutely slur application in the interface of which the devil will break a leg
1269,the application does not support the ukrainian language.,want to use ukrainian language,1.0,the application do not support the ukrainian language
1270,apps are disgusting to spend bagasse charging on the phone,app is bad for charging,1.0,apps be disgust to spend bagasse charge on the phone
1271,the link could not be written.,want to write link,1.0,the link could not be write
1272,"add the function please lock the microphone, not just mute.",want to lock the microphone,1.0,add the function please lock the microphone not just mute
1273,"in this situation, it is not possible to pay for a subscription in russia!",want to get subscription in russia,1.0,in this situation it be not possible to pay for a subscription in russia
1274,"now i have a zoom lesson, and it will not load",want to load zoom video,1.0,now i have a zoom lesson and it will not load
1275,dear developers please add masks to phones,want to add masks to phones,1.0,dear developers please add mask to phone
1276,you can not open a meeting without updating the app.,want to open a meeting without update the app,1.0,you can not open a meet without update the app
1277,"you can not completely remove the conference sound, sometimes it is very disturbing,",want to remove conference sound,1.0,you can not completely remove the conference sound sometimes it be very disturb
1278,"conferences crash every minute, sound does not work (checked all settings).",sound does not work when connecting to a conference,1.0,conferences crash every minute sound do not work check all settings
1279,"every time the app is updated, the account is deleted!",account is deleted,1.0,every time the app be update the account be delete
1280,"after the outbreak of the war, you can not connect from any gadget.",want to connect to device,1.0,after the outbreak of the war you can not connect from any gadget
1281,"in general, the application is normal only it is very difficult to enter the system and sometimes lags",app is difficult to enter,1.0,in general the application be normal only it be very difficult to enter the system and sometimes lag
1282,"it hangs terribly, the phone discharges very quickly and overheats in a couple of minutes!",battery cosnumption is high and app freezes,1.0,it hang terribly the phone discharge very quickly and overheat in a couple of minutes
1283,"it is a pity, i do not understand why western ukraine was blocked.",want to access western ukraine,1.0,it be a pity i do not understand why western ukraine be block
1284,"trying to create a conference, the function is not available you just have to join.",want to create conferences,1.0,try to create a conference the function be not available you just have to join
1285,"no toolbar on screen, no default sound, dumb prog, ran wild",want to use default sound,1.0,no toolbar on screen no default sound dumb prog run wild
1286,"the new window cannot be removed when the application is minimized, it always knocks back to the conference",want to remove window when the application is minimized,1.0,the new window can not be remove when the application be minimize it always knock back to the conference
1287,"""login error"" and as i understand it, no one is going to fix the error.",login error is not fixed,1.0,login error and as i understand it no one be go to fix the error
1288,you can not turn on the phone,want to turn on the phone,1.0,you can not turn on the phone
1289,no settings and reinstallations did not help.,resetting did not work,1.0,no settings and reinstallations do not help
1290,constant crashes and problems,accidents and problems,1.0,constant crash and problems
1291,"when notifications are received on the phone, the conference is interrupted.",notifications are received on the phone,1.0,when notifications be receive on the phone the conference be interrupt
1292,"i can not change the avatar, I have already reinstalled it and went in another way, i can not change the avatar in any way, i chose the photo and clicked save and not what.",want to change avatar,1.0,i can not change the avatar i have already reinstall it and go in another way i can not change the avatar in any way i choose the photo and click save and not what
1293,why can not i sign up for the program!,want to sign up for the program,1.0,why can not i sign up for the program
1294,"the application fu, we learn from it and the emoticons are not beautiful there",emoticons are not beautiful,1.0,the application fu we learn from it and the emoticons be not beautiful there
1295,there are not easy way to unsubscribe from zoom.,want to unsubscribe from zoom,1.0,there be not easy way to unsubscribe from zoom
1296,"when entering a conference or moving to the session hall, 24mb zoom emojis are downloaded all the time.",24mb zoom emojis are downloaded all the time,1.0,when enter a conference or move to the session hall 24mb zoom emojis be download all the time
1297,the phone runs out quickly even when it was 100% charge.,phone runs out quickly even after 100% charge,1.0,the phone run out quickly even when it be 100 charge
1298,"stupid, the interface is not clear!!",interface is not clear,1.0,stupid the interface be not clear
1299,"good quality of conferences, and a pleasant experience from the application",good quality of conferences,1.0,good quality of conferences and a pleasant experience from the application
1300,i could not find any options to test my audio.,want to test audio,1.0,i could not find any options to test my audio
1301,the sound connection is poorly done (you need to use headphones and then on the inscription,sound connection is poor,1.0,the sound connection be poorly do you need to use headphones and then on the inscription
1302,"and today, students from the donetsk region could not connect.",want to connect students,1.0,and today students from the donetsk region could not connect
1303,the application does not work i copy the link and paste connect to the lesson and an error will appear,want to copy link and paste link,1.0,the application do not work i copy the link and paste connect to the lesson and an error will appear
1304,a wonderful application that helps you out when communicating with friends from different countries.,good for communication with people in other countries,1.0,a wonderful application that help you out when communicate with friends from different countries
1305,"when you do screen sharing, it constantly throws out of zoom.",screen sharing is not zoom friendly,1.0,when you do screen share it constantly throw out of zoom
1306,sound does not work at all.,sound does not work at all,1.0,sound do not work at all
1307,a terrible application with disgusting controls.,app has bad controls,1.0,a terrible application with disgust control
1308,communication was constantly interrupted,communication was constantly interrupted,1.0,communication be constantly interrupt
1309,"i appeal to the guys, the testers, tell me, well, is it really impossible to mark the sound on in the settings.",want to mark sound on settings,1.0,i appeal to the guy the testers tell me well be it really impossible to mark the sound on in the settings
1310,the application is as incomprehensible as possible and not comfortable for work.,app is bad for work,1.0,the application be as incomprehensible as possible and not comfortable for work
1311,i can not put a photo on my avatar,want to put photo on avatar,1.0,i can not put a photo on my avatar
1312,nihuevo transfer all user data to the tsar?,want to transfer user data to tsar,1.0,nihuevo transfer all user data to the tsar
1313,"a terrible application, every time you go through your phone you have to puzzle over how to turn on the sound, and the video quality is terrible, it is very difficult to register in general, there are a lot of disadvantages",want to register and facing audio and video quality issues,1.0,a terrible application every time you go through your phone you have to puzzle over how to turn on the sound and the video quality be terrible it be very difficult to register in general there be a lot of disadvantage
1314,"everything hangs up, i can not go to the conference, but this conference itself is crashing.",conference is crashing,1.0,everything hang up i can not go to the conference but this conference itself be crash
1315,zoom is not convenient to do lessons in the distance vatsap better than zoom there,zoom is not convenient,1.0,zoom be not convenient to do lessons in the distance vatsap better than zoom there
1316,does not accept access code!,want to access code,1.0,do not accept access code
1317,you could not have standard settings install?,want to install standard settings,1.0,you could not have standard settings install
1318,very good application developers please turn on the sound when you log in from the phone,app developers need to turn on sound when logging in,1.0,very good application developers please turn on the sound when you log in from the phone
1319,"zoom lags terribly, there are frequent crashes, not only for me, but also for my classmates.",zoom lags terribly,1.0,zoom lag terribly there be frequent crash not only for me but also for my classmates
1320,we have a good remote control app and i use it for school.,good remote control app,1.0,we have a good remote control app and i use it for school
1321,"3 stars, because the camera cannot be turned on separately from the microphone",camera cannot be turned on separately from microphone,1.0,3 star because the camera can not be turn on separately from the microphone
1322,password cannot be recovered,password cannot be recovered,1.0,password can not be recover
1323,"""wrong conference code"", although everything goes well for everyone",getting wrong conference code,1.0,wrong conference code although everything go well for everyone
1324,this is how i pass exams if this app distorts the sound and picture so much.,app distorts sound and picture,1.0,this be how i pass exams if this app distort the sound and picture so much
1325,the sound of the rules can not be,sound of the rules cannot be heard,1.0,the sound of the rule can not be
1326,it is impossible to work from the computer due to sound problems.,want to work from computer,1.0,it be impossible to work from the computer due to sound problems
1327,translation from english to russian is zero.,translation from russian to english is zero,1.0,translation from english to russian be zero
1328,the application is unstable on tablets.,app is unstable on tablets,1.0,the application be unstable on tablets
1329,specific problems: - the transition from the vertical axis to the horizontal axis disables the application,transition from vertical axis to horizontal axis disables the application,1.0,specific problems the transition from the vertical axis to the horizontal axis disable the application
1330,"(it goes off the air or completely throws it out of the application) - the screen splitting does not work correctly, so it is impossible to connect sound operation with the application is carried out on a samsung tab s7 tablet with keyboard connection support.",screen splitting does not work correctly,1.0,it go off the air or completely throw it out of the application the screen split do not work correctly so it be impossible to connect sound operation with the application be carry out on a samsung tab s7 tablet with keyboard connection support
1331,can not register for 3 devices,want to register for 3 devices,1.0,can not register for 3 devices
1332,i have not even tried the application but the regestration just freezes out why do so many items,regestration freezes out,1.0,i have not even try the application but the regestration just freeze out why do so many items
1333,"moreover, since november, i can not confirm my account because i do not receive messages.",want to confirm account,1.0,moreover since november i can not confirm my account because i do not receive message
1334,", now i can not let people in, they log in without permission.",want to login without consent,1.0,now i can not let people in they log in without permission
1335,"internet loads badly, for a long time",internet loads badly,1.0,internet load badly for a long time
1336,"for example, the ability to include background music/sounds to create a conference atmosphere.",ability to add background music,1.0,for example the ability to include background music sound to create a conference atmosphere
1337,"*the card automatically withdraws money, do not connect to a professional plan or business",card is not connected to professional plan,1.0,the card automatically withdraw money do not connect to a professional plan or business
1338,why could not i do a device check??,want to do device check,1.0,why could not i do a device check
1339,i can not even hold a fight,want to hold a fight,1.0,i can not even hold a fight
1340,does not swing even if there is 1gb of space,does not swing even if there is 1gb of space,1.0,do not swing even if there be 1gb of space
1341,"the app for school is good, only the quality of the video conference is bad and+there",video conference is bad,1.0,the app for school be good only the quality of the video conference be bad and there
1342,it does not download memory crawled internet 4g,want to download memory,1.0,it do not download memory crawl internet 4g
1343,internet lags when there is a conference,internet lags when there is a conference,1.0,internet lag when there be a conference
1344,"i can not get through the registry, what is the glitch?",want to access registry,1.0,i can not get through the registry what be the glitch
1345,please correct when you turn on orientation lock the function does not work:please fix when you turn on orientation lock the function,want to turn on orientation lock,1.0,please correct when you turn on orientation lock the function do not work please fix when you turn on orientation lock the function
